is_retweet,retweet_retweet_count,retweet_screen_name,retweet_text,text
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
0,,,,@IamQuiban The boda boda thing &amp; I understand there is looting going on on Thika Rd from an accident
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,159,nyanjewanyanje,I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019. I quickly locked the car as I was carrying about 200k in cash in the car. The boda guys came fast pretending to want to mob me. I took the injured guy aside…,RT @nyanjewanyanje: I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019…
0,,,,@NationAfrica Boda boda guys must be regulated. They can't operate as if no law exists
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
0,,,,The problem with boda riders is appreciating traffic rules and regulations especially concerning RTAs. Its a manace they create even if its them on the wrong. Stakeholders should step in and alleviate the situation. Regulations without education is not efficient recourse.
0,,,,The number of times boda riders have caused accidents and went on to assault motor vehicle owners across the country is innumerable. They should be adequately educated on accident response and practice it to the letter.
0,,,,"@Masanga101 Thanks for this simple illustration blaad, I can easily explain to my Boda B guy what it means in real terms..."
1,73,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
1,19,NahashonKimemia,"Will registering boda boda riders afresh solve the boda boda menace esp now that we are in an election year? Will arresting hundreds of boda boda operators in Nairobi CBD solve the issue? We, as Africans, have stupid responses to serious problems. Shida yetu huwa nini? 🤔",RT @NahashonKimemia: Will registering boda boda riders afresh solve the boda boda menace esp now that we are in an election year? Will arre…
1,776,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,159,nyanjewanyanje,I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019. I quickly locked the car as I was carrying about 200k in cash in the car. The boda guys came fast pretending to want to mob me. I took the injured guy aside…,RT @nyanjewanyanje: I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019…
1,27,Kamtu_Ka_Chai,Boda hawabebi madem 🤣🤣🤣,RT @Kamtu_Ka_Chai: Boda hawabebi madem 🤣🤣🤣
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,776,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,19,MisterAlbie,"Attempted rape/sexual assault
Robbery with violence
Grievous bodily harm

Those boda boda guys might never see outside prison for the remaining part of their lives.","RT @MisterAlbie: Attempted rape/sexual assault
Robbery with violence
Grievous bodily harm

Those boda boda guys might never see outside pri…"
1,951,mwalimu_dida,"Before being sold a Boda Boda bike, get
1. A driving license.
2. Certificate of good conduct.
3. Boda Boda SACCO membership.

Every bike must be;
1. Geotagged
2. Insured
3. Bear SACCO name and rider SACCO number.

A biker must display a passport pic with name in a tag.

REFORMS!","RT @mwalimu_dida: Before being sold a Boda Boda bike, get
1. A driving license.
2. Certificate of good conduct.
3. Boda Boda SACCO membersh…"
0,,,,hoy no he leído en el metro porque estaba atento a la conversación de una señora que le estaba contando a otra la boda de su hijo
0,,,,"@RiazGilani On the contrary, the boda boda guys are the only people in the world who will keep surging forward towards gunfire..they’re super humans"
1,2107,FredMatiangi,"I am shocked and disgusted by a viral video clip of a female motorist being molested by suspected boda boda riders along Wangari Maathai /Forest Road. 
We must protect our roads from such vile and reprehensible acts of aggression.",RT @FredMatiangi: I am shocked and disgusted by a viral video clip of a female motorist being molested by suspected boda boda riders along…
1,1,MarubeKiage,"Most Kenyans have not tasted the Kampala boda Boda’s.What they see in CBD or neighboring towns is just a joke.Rwanda doesn’t joke with enforcement and they know https://t.co/wH8F2kUorY,it’s just a matter of coming up with a mechanism to reinforce strict compliance. https://t.co/7bKbeYLQGq",RT @MarubeKiage: Most Kenyans have not tasted the Kampala boda Boda’s.What they see in CBD or neighboring towns is just a joke.Rwanda doesn…
1,1017,HaruomiHosono,El after de la boda de Naruto https://t.co/iMT910np7H,RT @HaruomiHosono: El after de la boda de Naruto https://t.co/iMT910np7H
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
0,,,,"The entire Boda boda industry should be banned. Regulating the industry won't help, it is a deep rooted culture that must be uprooted."
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,73,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
1,35,StateHouseKenya,"1/3 President Uhuru Kenyatta has ordered a countrywide security crackdown aimed at weeding out rogue boda boda operators from the sector following the recent assault of a female motorist along Wangari Maathai Road in Nairobi County. #IWD2022

Read more: https://t.co/efRj91gGYb https://t.co/nOxQb1hPgZ",RT @StateHouseKenya: 1/3 President Uhuru Kenyatta has ordered a countrywide security crackdown aimed at weeding out rogue boda boda operato…
0,,,,@Momanyiih_ leo umekalia boda boda ukachoka😂
1,95,Dreymwangi,Cancelling the entire boda boda sector will result to  increased crime rates,RT @Dreymwangi: Cancelling the entire boda boda sector will result to  increased crime rates
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
1,633,gabrieloguda,"We stopped watching over each other. How many times have you heard robbers at your neighbor's but your reaction was to fortify your door and electrify your fence? Stop burying your heads. This isn't a Boda Boda problem. We lost our sense of community, and we're paying for it.",RT @gabrieloguda: We stopped watching over each other. How many times have you heard robbers at your neighbor's but your reaction was to fo…
1,109,Theo_mwangi,"Safeboda really tried to bring some sanity to the boda boda industry, I believe such products have a place in the Kenyan market","RT @Theo_mwangi: Safeboda really tried to bring some sanity to the boda boda industry, I believe such products have a place in the Kenyan m…"
1,161,KoomeGitobu,"In Kigali all bodabodas are under specific groups (I could only identify 2 or 3). Each group wears specific colors. Red helmet, red reflector. Boda plate number &amp; rider’s reg number clearly printed on both. 

That could be one way to regulate local riders.",RT @KoomeGitobu: In Kigali all bodabodas are under specific groups (I could only identify 2 or 3). Each group wears specific colors. Red he…
1,264,gabrieloguda,"Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Milimani Law Courts just today. These guys will be forced to self-regulate or be run out of business.","RT @gabrieloguda: Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Mili…"
1,8,dan_nyagah,"Let's respect each other. Don't also expect Boda Boda guys to respect you if you don't respect them.  The problem we have in our country is that if you get rich,  you start seeing those people down there as fools who don't think, it's bad and we need to change. #ClassWarLoading",RT @dan_nyagah: Let's respect each other. Don't also expect Boda Boda guys to respect you if you don't respect them.  The problem we have i…
1,201,yvonnebuluma,Another reminder;it is all sane human beings  against rough nduthi riders. We don't  have to play this card everytime  an issue happens. We have men who are against  it. Men who have also been harassed  by rouge  boda guys https://t.co/hJ1OAylXfv,RT @yvonnebuluma: Another reminder;it is all sane human beings  against rough nduthi riders. We don't  have to play this card everytime  an…
1,4,,Boda boda riders wajue nikubaya jana walivuka mpaka👌 https://t.co/EiM1JI4QF8,RT @Halimaibrah: Boda boda riders wajue nikubaya jana walivuka mpaka👌 https://t.co/EiM1JI4QF8
0,,,,@pacofloresc Lo veo de mal gusto para una boda 😕
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,776,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,52,Degrata254,The government should initiate course classes for all boda boda riders curriculum relevant to their jobs and issue fresh licenses upon graduation.,RT @Degrata254: The government should initiate course classes for all boda boda riders curriculum relevant to their jobs and issue fresh li…
1,84,manueelviana,"@anitalyyy difícilmente encontrarás a alguien mejor la verdad, menudo makina el chaval. espero q nos inviteis a la boda","RT @manueelviana: @anitalyyy difícilmente encontrarás a alguien mejor la verdad, menudo makina el chaval. espero q nos inviteis a la boda"
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
0,,,,"@DevaxM My brother let’s not pull the victim sympathy card here while blindfolding these boda boda behaviors ... this is not something that has only happened ones but a million times over.. we can not live in a country where we have bunch who thinks they are above the law,"
1,39,MihrThakar,"We should ban boda boda business for a week just to teach them a lesson.

Collective punishment is how the Kenyan government thinks 😂 (colonial style).","RT @MihrThakar: We should ban boda boda business for a week just to teach them a lesson.

Collective punishment is how the Kenyan governmen…"
0,,,,"@ElFifiDeIzq @Cherry_Bomb_bom Entonces, en tu boda unos borrachos arman un desmadre y llamas a la policía, y que ¿la culpa es de la policía? ¿Quién los invitó?

El pendejo eres tu por haberlos invitado a un evento privado. PRIVADO de particulares."
1,7,faith_mene,"The very essence of leadership is that you have to have vision. You can't blow an uncertain trumpet.

#2022PresidentialPoll 
#MyDearBody 
&gt;Atwoli Bahati Kericho Westlands Michuki Chatham House Khaligraph Jones Moderna Ruaka Boda Gema Shoot Kitengela KCPE&lt; https://t.co/Fjco09t2r1","RT @faith_mene: The very essence of leadership is that you have to have vision. You can't blow an uncertain trumpet.

#2022PresidentialPoll…"
1,76,johnnjenga,"Knowing Kenya too well, the boda boda issue will be dealt with harshly like the Michuki safety-belt speed governor rules, then, after a few days, weeks, boda bodas will be back to their hooliganism until thy next horrible video come. Like hot tea, it will grow cold @FredMatiangi.","RT @johnnjenga: Knowing Kenya too well, the boda boda issue will be dealt with harshly like the Michuki safety-belt speed governor rules, t…"
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
0,,,,"The most hilarious thing I have seen on Twitter today😂😂😂 

Boda Boda https://t.co/goHvodc8cc"
1,55,MigunaMiguna,"The discussion at my diner table revolves around the urgent need for an EFFICIENT PUBLIC TRANSIT SYSTEM in Kenya where some of the millions of youth struggling as Boda Boda riders will be GAINFULLY EMPLOYED. But despot Uhuru Kenyatta wants to ""regulate Boda Boda riders."" Bure!",RT @MigunaMiguna: The discussion at my diner table revolves around the urgent need for an EFFICIENT PUBLIC TRANSIT SYSTEM in Kenya where so…
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
1,776,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,9,Hamathyst,"FHS Mafia (años atras)
Meg-¡¡NO PUEDO CREERLO FREDRICK!! ¡SINPLEMENTE NO PUEDO!
G-basta Meg, no fue para tanto
Mg-¡¿No fue para tanto?! ¡TE ACOSTASTE CON UNA VIEJA A UNA SEMANA DE NUESTRA BODA!
G-estaba ebrio ok
Mg-¿crees que esa es excusa para lo que hiciste?
G-pues si","RT @Hamathyst: FHS Mafia (años atras)
Meg-¡¡NO PUEDO CREERLO FREDRICK!! ¡SINPLEMENTE NO PUEDO!
G-basta Meg, no fue para tanto
Mg-¡¿No fue p…"
0,,,,"Khalaba Hospital Bungoma Found Guilty of Pregnant Woman’s Death

https://t.co/Xe4hlzBBwl

#KagureJubileeCandidate
#ClassWarLoading 
Boda boda
Jayden
#8thMarch2022 
#8thMarch"
1,159,nyanjewanyanje,I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019. I quickly locked the car as I was carrying about 200k in cash in the car. The boda guys came fast pretending to want to mob me. I took the injured guy aside…,RT @nyanjewanyanje: I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019…
1,38,ButterBullet_,"If we introduce color coding to boda bodas that can help in identification like yellow for Nairobi CBD , blue for Kajiado etc and equip them with barcodes or QR codes can be scanned and has details of the owner like picture and number plus the plates of the Nduthi it's a start. https://t.co/PelrxYMhyE","RT @ButterBullet_: If we introduce color coding to boda bodas that can help in identification like yellow for Nairobi CBD , blue for Kajiad…"
1,36,RobertAlai,"Register them and PHOs should ensure that all boda boda operators wear safety gear which are functional and clean. 

It’s like the standard way to have a boda boda is be uncouth.","RT @RobertAlai: Register them and PHOs should ensure that all boda boda operators wear safety gear which are functional and clean. 

It’s l…"
1,46,gabrieloguda,Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda crashes. Go take a look at the horrifying scenes at the A&amp;E section when those people are wheeled into casualty. You'll see what doctors are dealing with.,RT @gabrieloguda: Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda…
0,,,,Kenyans Share Ordeal in Hands of Rogue Boda Boda Riders - https://t.co/vA7rlrvk2v
1,1,edikomunga,Rider wa bolt boda anapata request anaenda kupick client anapata ni karao,RT @edikomunga: Rider wa bolt boda anapata request anaenda kupick client anapata ni karao
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
0,,,,@bonifacemwangi @DCI_Kenya @EACCKenya He cares less....These Boda Boda operator's are the majority on FULIZA DEBTS.... So long as he is on the TOP OF THE PYRAMID.... He is never bothered.
1,810,wacuka_,this is what those boda guys deserve. https://t.co/s4U4HgMZIx,RT @wacuka_: this is what those boda guys deserve.
1,264,gabrieloguda,"Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Milimani Law Courts just today. These guys will be forced to self-regulate or be run out of business.","RT @gabrieloguda: Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Mili…"
1,109,citizentvkenya,"CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW","RT @citizentvkenya: CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW"
1,60,MigunaMiguna,"The #InternationalWomensDay must be celebrated with honesty. Those who abduct, torture and murder Kenyans, destroy our property and disobey court orders cannot preach freedom to us. Few criminal Boda Boda Riders learnt from despot Uhuru Kenyatta and the likes of Babu Owino.","RT @MigunaMiguna: The #InternationalWomensDay must be celebrated with honesty. Those who abduct, torture and murder Kenyans, destroy our pr…"
1,159,nyanjewanyanje,I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019. I quickly locked the car as I was carrying about 200k in cash in the car. The boda guys came fast pretending to want to mob me. I took the injured guy aside…,RT @nyanjewanyanje: I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019…
1,31,nyanjewanyanje,"One was telling me unajua tutachoma Hii gari, I lied to him “boss mwenye ameumia Ndio yule anaenda nimempea 20” he didn’t look at me again. I then sorted a petrol station guy who was helping me with managing the situation with 1k. Boda guys can be extremely foolish.","RT @nyanjewanyanje: One was telling me unajua tutachoma Hii gari, I lied to him “boss mwenye ameumia Ndio yule anaenda nimempea 20” he didn…"
0,,,,@nyanjewanyanje Sometimes back boda guys burnt a matatu that had knocked down one of them along limuru rd next day about 50 or so matatus camped in Ruaka walichapa hawa watu confiscated some bikes..
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,19,NahashonKimemia,"Will registering boda boda riders afresh solve the boda boda menace esp now that we are in an election year? Will arresting hundreds of boda boda operators in Nairobi CBD solve the issue? We, as Africans, have stupid responses to serious problems. Shida yetu huwa nini? 🤔",RT @NahashonKimemia: Will registering boda boda riders afresh solve the boda boda menace esp now that we are in an election year? Will arre…
1,388,Wordslinger__,"Hear me out: banning Boda Boda is not a solution. Bodas help us navigate a clogged city, help put food on many tables. I've met a proud Boda guy who had a son joining campus off the sweat of his bike, a Bajaj Boxer. In this tough economy, they keep kids in school and necessary","RT @Wordslinger__: Hear me out: banning Boda Boda is not a solution. Bodas help us navigate a clogged city, help put food on many tables. I…"
1,459,lornalikiza,Was it about the accident? No. It ceased being about the accident when all the boda men on forest road realized they had a sick opportunity to sexually assault the female driver. A society that hates its women does not think twice about harming a woman.,RT @lornalikiza: Was it about the accident? No. It ceased being about the accident when all the boda men on forest road realized they had a…
1,76,citizentvkenya,President Kenyatta Orders Nationwide Crackdown On All Boda Boda Operators https://t.co/ra3yCkZM2u https://t.co/A1BkyQJy3a,RT @citizentvkenya: President Kenyatta Orders Nationwide Crackdown On All Boda Boda Operators https://t.co/ra3yCkZM2u https://t.co/A1BkyQJy…
0,,,,"Attract, engage, reward loyal customers to drive revenue &amp; improve customer service.Define attractive offers, happy hours,promotions to boost sales using Bulk sms software WATCH👇#RutoTheTourist Janet #Ukraine️ Nairobi CBD Maralal Matatu #8thMarch  Jayden Boda Boda Charles Keter https://t.co/meBLXF7XvX"
1,500,SokoAnalyst,"A month ago, a boda hit pedestrians and rammed into me as he was escaping. I stopped as he had hit me so hard, his bike broke into three, he broke my rim, removed my bumper &amp; flew to hit the next moving car. He was hurt badly. I panicked. I came out of my car. 

#ThreadOnBodas","RT @SokoAnalyst: A month ago, a boda hit pedestrians and rammed into me as he was escaping. I stopped as he had hit me so hard, his bike br…"
0,,,,@AmKisula Tena usiombe awe na boda boda wake😂
0,,,,"› Desde la boda de dos de sus compañeros, cuido por un tiempo el beber demasiado alcohol en presencia de una maga en particular, cosa que al final le terminó dando igual al cabo de un tiempo."
0,,,,"› No había sentido nada más que una fuerte amistad por la Maga Santa en quinta posición, Nora, hasta después de la boda, una noche que marcaría cosas en esa amistad hasta la fecha."
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
0,,,,@andreamrtzzz @pablo_herrer0_ @arrrooaaa @Macarenaalozano @lolavaleraaa para cuando la boda 🤭
0,,,,Mumeamua kupunguza fans wa chelsea .. by kueka crack down on all boda bodas😂iykyk
1,25,Dreymwangi,Sasa hakuna kupandisha hoes boda 6 am in the morning tena before neighbors waamke https://t.co/nVGxaCT78r,RT @Dreymwangi: Sasa hakuna kupandisha hoes boda 6 am in the morning tena before neighbors waamke https://t.co/nVGxaCT78r
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
1,35,StateHouseKenya,"1/3 President Uhuru Kenyatta has ordered a countrywide security crackdown aimed at weeding out rogue boda boda operators from the sector following the recent assault of a female motorist along Wangari Maathai Road in Nairobi County. #IWD2022

Read more: https://t.co/efRj91gGYb https://t.co/nOxQb1hPgZ",RT @StateHouseKenya: 1/3 President Uhuru Kenyatta has ordered a countrywide security crackdown aimed at weeding out rogue boda boda operato…
1,47,comradefyat,You see this energy towards the boda boda menace we can also channel it towards Bandits.,RT @comradefyat: You see this energy towards the boda boda menace we can also channel it towards Bandits.
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,55,MigunaMiguna,"The discussion at my diner table revolves around the urgent need for an EFFICIENT PUBLIC TRANSIT SYSTEM in Kenya where some of the millions of youth struggling as Boda Boda riders will be GAINFULLY EMPLOYED. But despot Uhuru Kenyatta wants to ""regulate Boda Boda riders."" Bure!",RT @MigunaMiguna: The discussion at my diner table revolves around the urgent need for an EFFICIENT PUBLIC TRANSIT SYSTEM in Kenya where so…
1,25,254_iconicc,Hii wiki itakua funzo kwa all the other rogue Boda boda riders,RT @254_iconicc: Hii wiki itakua funzo kwa all the other rogue Boda boda riders
1,46,gabrieloguda,Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda crashes. Go take a look at the horrifying scenes at the A&amp;E section when those people are wheeled into casualty. You'll see what doctors are dealing with.,RT @gabrieloguda: Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda…
1,52,Degrata254,The government should initiate course classes for all boda boda riders curriculum relevant to their jobs and issue fresh licenses upon graduation.,RT @Degrata254: The government should initiate course classes for all boda boda riders curriculum relevant to their jobs and issue fresh li…
1,109,citizentvkenya,"CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW","RT @citizentvkenya: CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW"
1,76,citizentvkenya,President Kenyatta Orders Nationwide Crackdown On All Boda Boda Operators https://t.co/ra3yCkZM2u https://t.co/A1BkyQJy3a,RT @citizentvkenya: President Kenyatta Orders Nationwide Crackdown On All Boda Boda Operators https://t.co/ra3yCkZM2u https://t.co/A1BkyQJy…
1,24,TheStarKenya,"Over 100 boda-boda riders arraigned, fined Sh35,000 each for riding along the pavements and causing obstruction.

🎥: DOUGLAS OKIDDY https://t.co/aMv8girBX2","RT @TheStarKenya: Over 100 boda-boda riders arraigned, fined Sh35,000 each for riding along the pavements and causing obstruction.

🎥: DOUG…"
1,52,Milele_FM,Boda boda guy joins President Uhuru's convoy just after his speech today. https://t.co/Lzjfa6D1Rp,RT @Milele_FM: Boda boda guy joins President Uhuru's convoy just after his speech today. https://t.co/Lzjfa6D1Rp
1,76,citizentvkenya,President Kenyatta Orders Nationwide Crackdown On All Boda Boda Operators https://t.co/ra3yCkZM2u https://t.co/A1BkyQJy3a,RT @citizentvkenya: President Kenyatta Orders Nationwide Crackdown On All Boda Boda Operators https://t.co/ra3yCkZM2u https://t.co/A1BkyQJy…
