account_id,account_type,account_age_days,followers_count,following_count,baseline_post_rate,network_cluster_id,risk_band,language_mix_ratio,home_county,primary_device,escalation_velocity,escalation_acceleration
72ff3530-2161-4513-b3d4-b6ff9b053f51,Individual,925,939,861,1.1087057414407482,69,Medium,0.7026159494930271,Nairobi,Twitter for Android,0.0,0.0
98b1f253-83ef-4f8c-96d2-6dd0fb32b5a4,Bot,217,16,683,42.121035913306535,19,High,0.29650005663689377,Nairobi,Sprout Social,5.214,0.0
fe0b43e4-4999-4bd4-9d12-b30103617b51,Government,233,12450,20,2.7313165600216855,0,Low,0.7792930584291807,Nairobi,Twitter for iPhone,0.0,0.0
bd2d5edc-c71b-4516-aed8-78c90ff05b6d,Individual,902,513,158,1.1414069592534095,98,Low,0.3976404150246976,Kericho,Twitter for Android,0.0,0.0
cce801f7-98fc-474c-a201-552897e94fd9,Bot,33,50,1907,34.06447280585325,8,Low,0.5015828805986787,Nakuru,Sprout Social,0.0,0.0
543b9dbc-4c9c-4ca8-8eb7-153aacef8404,Individual,690,2262,298,2.750057808495028,35,Low,0.36105925811121753,Nakuru,Twitter for Android,0.0,0.0
af9009c8-baf9-4406-a1d2-d756d5952cc2,Individual,1263,6181,176,0.7388382845866704,91,Low,0.1139420933619113,Nairobi,Twitter for Android,0.0,0.0
0905ef07-640d-4e71-b988-0f7fd6922c14,Bot,975,99,511,13.828582220806469,11,Low,0.5373876371254794,Kisumu,Twitter for Android,0.0,0.0
ba9f07df-6a4d-4505-bf64-b569b827a20e,Individual,193,3601,74,1.7419171471479236,80,Medium,0.14723174802918534,Nairobi,Twitter for Android,0.0,0.0
ce4cd624-8fdb-4691-8754-34b97095981d,Bot,861,236,343,14.164385975366653,16,Low,0.34486113504332366,Kericho,Sprout Social,0.0,0.0
9a9ca1f8-f49e-48c5-a1fa-c155595e8efd,Bot,66,112,464,22.93486248462083,15,Low,0.6431355023082529,Narok,Twitter for Android,0.0,0.0
0f49e42d-70bb-4073-b48b-df26c8ca1413,Bot,52,80,544,31.600476584180424,13,Low,0.41609384928764326,Kericho,Sprout Social,0.0,0.0
2c02dc8c-3e7b-4377-a7c2-84014d13f248,Individual,296,1144,2825,2.326626275598115,61,Low,0.363712149700624,Kiambu,Twitter for Android,0.0,0.0
806ef77b-3e7b-4337-abe6-f938e5f368e9,Individual,141,91,757,1.8395692111827031,92,Medium,0.6703805109070173,Nairobi,Twitter for Android,0.0,0.0
fdb4d30c-6b65-4f0c-b3d4-5dc88bd6149f,Individual,799,181,98,0.8810400333260435,90,Medium,0.6703204451226928,Kiambu,Twitter for Android,0.25,0.0
fcad06d4-dbf2-429c-840f-e3ac5ef9578d,Individual,69,182,579,2.565169075631321,92,Medium,0.46044981077400304,Bungoma,Twitter for Android,0.0,0.0
d151f6df-16f3-415e-a985-94084b05c875,Individual,223,140,317,2.842394557577657,25,Low,0.09131310412739142,Garissa,Twitter for Android,0.0,0.0
85a47398-1f74-47a9-a845-2f017c7ead2d,Individual,670,1414,416,1.7424087072645755,41,Medium,0.5350222831044322,Nairobi,Twitter for Android,0.0,0.0
a5ffb400-c8e8-46c5-b330-0b965c9ee899,Individual,1479,946,734,1.261697847745102,100,Medium,0.6254048356737949,Mombasa,Twitter for Android,0.0,0.0
bf054554-6717-4420-9d7e-40d7fe91c5c5,Bot,311,185,1317,42.899222545374435,16,High,0.35568307486549866,Nakuru,Sprout Social,0.0,0.0
60eeaa5f-b29c-4a1e-95ae-5e56d0838f26,Individual,141,9,430,0.8659349804056228,58,Low,0.40968657984141044,Mombasa,Twitter for Android,0.0,0.0
6941e5c4-586f-4382-9441-cafe2cffc75a,Individual,2409,864,425,1.58124469582533,98,Low,0.8993449744185308,Kisii,Twitter for Android,0.0,0.0
04c1ec4c-491a-4a29-ab8c-1b3bb6f30bdc,Individual,748,907,111,2.1255027309953833,8,High,0.42970259970058583,Nairobi,Twitter for Android,0.385,0.0
260afcf1-574f-4258-a51f-b018c0fecf2c,Individual,200,243,218,2.23040335423533,1,High,0.40955200008588005,Machakos,Twitter for Android,1.286,0.0
2a0f0fca-e1dd-4bef-bcc9-fca83822818b,Government,698,60056,15,5.74337501774983,0,Low,0.020240021675001225,Nairobi,Twitter for iPhone,0.0,0.0
31262d97-75ea-4132-b31c-10fb11516d87,Individual,437,188,125,1.5353243813223176,40,Low,0.4639603986565883,Nairobi,Twitter for Android,0.0,0.0
918cb234-e0b6-41df-85f0-5c977bddef09,Individual,393,224,397,1.1495330218625854,9,High,0.3218682217762188,Nairobi,Twitter for Android,0.0,0.0
74609b7a-af4a-4527-8548-61dc79f9289b,Individual,9,90,391,1.8698987224342325,14,Low,0.7176965181376036,Nairobi,Twitter for Android,0.0,0.0
21be112c-107a-49bc-b259-f069a1360ddb,Individual,119,2326,170,1.6900453234219164,44,Low,0.5756261318454382,Kisumu,Twitter for Android,0.0,0.0
edc864a8-fd7a-47e0-9549-c1bf56141873,Individual,1626,2238,131,1.5940078101384798,57,Low,0.708447455583695,Nairobi,Twitter for Android,0.0,0.0
f29a1a78-a324-44a8-8147-99a9fda3b5ea,Bot,452,50,1352,45.804709628261456,15,Low,0.46333066424659897,Nakuru,Twitter Web App,0.0,0.0
66e87d60-a7d3-4608-a862-20d6196e34c2,Individual,119,460,2257,2.2005694480208833,72,Medium,0.39246246008016517,Mombasa,Twitter for Android,0.0,0.0
5edb62ad-4722-44c6-88d5-1c667b1ffe4d,Individual,2289,121,1478,1.2413389532191381,67,Low,0.7969814179158482,Nairobi,Twitter for Android,0.0,0.0
