date,county_id,county_name,contamination_index,cholera_cases,health_facility_capacity,road_accessibility_score,security_incident_rate,health_worker_obstruction,displaced_population,displacement_direction_county_id,market_activity_index,food_price_index,misinformation_signal
2024-03-23,7,Wajir,1.0,251,0.6549,0.4553,5,0.0486,4465,10,0.8666,1.119,0.2479
2024-03-23,8,Mandera,0.6479,33,0.5076,0.3913,1,0.0122,0,8,0.7124,1.1569,0.2342
2024-03-23,9,Marsabit,1.0,156,0.5622,0.3471,2,0.0144,1858,7,0.8577,1.1094,0.1387
2024-03-23,10,Isiolo,1.0,577,0.7234,0.4849,2,0.012,2331,11,0.6072,1.1534,0.2447
2024-03-23,11,Meru,1.0,84,0.77,0.7807,1,0.0078,1540,13,0.8499,1.0867,0.2237
2024-03-23,12,Tharaka-Nithi,0.473,10,0.7116,0.7346,1,0.0065,0,12,0.6504,1.2337,0.2224
2024-03-23,13,Embu,0.6386,19,0.9632,0.9112,1,0.0098,0,13,0.8279,1.1117,0.244
2024-03-23,14,Kitui,1.0,171,0.6863,0.5393,3,0.0285,4029,15,0.7503,1.1743,0.1554
2024-03-23,15,Machakos,0.8229,13,0.8149,0.8172,0,0.0022,0,15,0.8103,1.1203,0.198
2024-03-23,16,Makueni,0.7103,39,0.5891,0.7015,1,0.016,0,16,0.6952,1.1323,0.2935
2024-03-23,17,Nyandarua,0.6503,11,0.955,0.9308,3,0.0256,0,17,0.7539,1.1585,0.2514
2024-03-23,18,Nyeri,0.5698,10,0.8738,0.8235,2,0.0217,0,18,0.77,1.1259,0.1843
2024-03-23,19,Kirinyaga,0.2247,8,0.7203,0.8954,4,0.0478,0,19,0.7581,1.1377,0.2231
2024-03-23,20,Murang'a,0.2955,17,0.7033,0.9023,1,0.0115,0,20,0.6612,1.1972,0.2713
2024-03-23,21,Kiambu,0.7448,12,0.98,0.8755,2,0.0248,0,21,1.0,0.9713,0.1839
2024-03-23,22,Turkana,1.0,155,0.7459,0.4063,3,0.0293,5207,29,0.7108,1.1889,0.2373
2024-03-23,23,West Pokot,0.9237,51,0.8039,0.5206,2,0.0195,453,25,0.6338,1.1849,0.2688
2024-03-23,24,Samburu,1.0,6390,0.05,0.5475,1,0.0094,25291,11,0.1762,1.2928,0.5246
2024-03-23,25,Trans-Nzoia,0.9278,18,0.8622,0.8172,3,0.0357,0,25,0.9097,1.0554,0.2599
2024-03-23,26,Uasin Gishu,1.0,63,0.98,1.0,1,0.0095,428,25,1.0,0.9763,0.2261
2024-03-23,27,Elgeyo Marakwet,1.0,158,0.753,0.742,1,0.0182,2091,26,0.6587,1.1738,0.2802
2024-03-23,28,Nandi,1.0,8250,0.322,0.874,0,0.006,35854,26,0.05,1.28,0.5843
2024-03-23,29,Baringo,1.0,255,0.5829,0.5437,1,0.0056,1909,31,0.9028,1.0716,0.2403
2024-03-23,30,Laikipia,1.0,141,0.8894,0.7157,2,0.0169,2170,31,0.8792,1.0384,0.193
2024-03-23,31,Nakuru,1.0,97,0.98,0.9659,1,0.015,4445,34,1.0,1.0215,0.2712
2024-03-23,32,Narok,0.6249,31,0.7876,0.6255,2,0.0224,0,32,0.6826,1.2128,0.1687
2024-03-23,33,Kajiado,0.8316,14,0.8173,0.8489,5,0.0463,0,33,0.7884,1.1079,0.2987
2024-03-23,34,Kericho,0.9798,102,0.9244,0.9091,2,0.0171,1579,31,0.7232,1.1328,0.2356
2024-03-23,35,Bomet,0.3891,14,0.6959,0.8507,0,0.0,0,35,0.6869,1.215,0.1767
2024-03-23,36,Kakamega,0.9091,142,0.6459,0.7629,0,0.0,3965,26,0.6501,1.1464,0.1373
2024-03-23,37,Vihiga,0.399,18,0.6461,0.8372,2,0.0168,373,37,0.7512,1.1273,0.2144
2024-03-23,38,Bungoma,0.7039,14,0.8544,0.6837,2,0.0241,0,38,0.6902,1.1453,0.1809
2024-03-23,39,Busia,0.4561,10,0.6073,0.6633,0,0.0,0,39,0.7942,1.0931,0.2047
2024-03-23,40,Siaya,0.2571,19,0.6638,0.8177,2,0.0171,0,40,0.898,1.1463,0.3137
2024-03-23,41,Kisumu,0.3554,17,0.98,0.8867,1,0.0137,0,41,1.0,1.0301,0.087
2024-03-23,42,Homa Bay,0.2029,15,0.7605,0.6372,0,0.0,0,42,0.6531,1.1892,0.1162
2024-03-23,43,Migori,0.2966,15,0.7233,0.69,1,0.0075,0,43,0.7386,1.1814,0.2376
2024-03-23,44,Kisii,0.3669,13,0.7647,0.7376,1,0.0038,0,44,0.7582,1.1743,0.2019
2024-03-23,45,Nyamira,0.1636,14,0.7844,0.7441,2,0.0196,0,45,0.861,1.0809,0.1533
2024-03-23,46,Nairobi,0.6745,9,0.98,0.8982,5,0.0401,0,46,1.0,0.9606,0.2152
2024-03-24,0,Mombasa,0.5847,23,0.98,1.0,0,0.0,0,0,0.9988,1.0263,0.1745
2024-03-24,1,Kwale,0.5571,26,0.7685,0.6733,0,0.0068,0,1,0.703,1.2146,0.2725
2024-03-24,2,Kilifi,0.9644,47,0.7105,0.5629,1,0.009,0,2,0.6951,1.2096,0.2302
2024-03-24,3,Tana River,1.0,147,0.6251,0.5139,4,0.0419,1252,4,0.6937,1.1325,0.2016
2024-03-24,4,Lamu,0.818,31,0.767,0.8064,3,0.0286,0,4,0.8615,1.0826,0.2337
2024-03-24,5,Taita-Taveta,0.562,17,0.7374,0.8269,2,0.0202,0,5,0.6722,1.1573,0.1566
2024-03-24,6,Garissa,1.0,8424,0.3466,0.5057,1,0.0115,35454,14,0.0959,1.3058,0.5245
2024-03-24,7,Wajir,1.0,329,0.6598,0.4619,1,0.0089,4721,8,0.8746,1.1217,0.2495
2024-03-24,8,Mandera,0.6567,36,0.5139,0.4019,1,0.0121,0,8,0.7193,1.1633,0.2253
2024-03-24,9,Marsabit,1.0,205,0.5653,0.3499,4,0.0373,2486,7,0.8684,1.1139,0.1789
2024-03-24,10,Isiolo,1.0,844,0.7231,0.4978,1,0.0108,2858,11,0.6148,1.1657,0.2429
2024-03-24,11,Meru,1.0,108,0.7811,0.7887,1,0.0028,2043,13,0.8483,1.0889,0.2357
2024-03-24,12,Tharaka-Nithi,0.5217,11,0.719,0.7414,1,0.0142,0,12,0.6605,1.2417,0.2098
2024-03-24,13,Embu,0.7084,20,0.9722,0.9228,2,0.0163,0,13,0.8395,1.1169,0.2259
2024-03-24,14,Kitui,1.0,218,0.6937,0.5448,0,0.0,3999,15,0.7578,1.1809,0.1603
2024-03-24,15,Machakos,0.9322,16,0.823,0.8267,2,0.0224,0,15,0.8112,1.1235,0.2151
2024-03-24,16,Makueni,0.7795,44,0.5939,0.7092,0,0.0024,0,16,0.7081,1.1366,0.2782
2024-03-24,17,Nyandarua,0.7362,12,0.9678,0.9393,2,0.0263,0,17,0.7602,1.1618,0.2615
2024-03-24,18,Nyeri,0.6123,12,0.8862,0.8394,1,0.021,0,18,0.7763,1.13,0.1705
2024-03-24,19,Kirinyaga,0.2642,8,0.7362,0.9063,1,0.0056,0,19,0.7761,1.1414,0.2237
2024-03-24,20,Murang'a,0.3511,19,0.722,0.9184,2,0.0199,0,20,0.6648,1.2026,0.2911
2024-03-24,21,Kiambu,0.8676,13,0.98,0.8936,3,0.0198,0,21,1.0,0.9707,0.1976
2024-03-24,22,Turkana,1.0,197,0.7496,0.4197,1,0.0058,5452,29,0.6808,1.195,0.248
2024-03-24,23,West Pokot,0.9832,62,0.8106,0.5228,1,0.0151,706,25,0.64,1.1906,0.2646
2024-03-24,24,Samburu,1.0,7601,0.05,0.5579,0,0.002,28635,11,0.1483,1.3191,0.5663
2024-03-24,25,Trans-Nzoia,1.0,23,0.8712,0.8242,4,0.0341,0,25,0.9122,1.0581,0.3106
2024-03-24,26,Uasin Gishu,1.0,86,0.98,1.0,2,0.0228,1196,25,1.0,0.977,0.2429
2024-03-24,27,Elgeyo Marakwet,1.0,209,0.7609,0.7573,1,0.0081,2297,26,0.6603,1.1817,0.2784
2024-03-24,28,Nandi,1.0,9690,0.2814,0.8887,1,0.004,40195,26,0.05,1.3062,0.6087
2024-03-24,29,Baringo,1.0,339,0.5889,0.551,3,0.0267,2671,31,0.9101,1.0725,0.2277
2024-03-24,30,Laikipia,1.0,185,0.8987,0.7241,1,0.0117,2369,31,0.8843,1.04,0.1911
2024-03-24,31,Nakuru,1.0,130,0.98,0.9718,2,0.0172,5656,34,0.9673,1.0206,0.2494
2024-03-24,32,Narok,0.6748,36,0.7988,0.6425,0,0.0036,0,32,0.7011,1.219,0.1721
2024-03-24,33,Kajiado,0.9524,16,0.8297,0.8627,1,0.0183,0,33,0.797,1.1124,0.3117
2024-03-24,34,Kericho,1.0,133,0.9374,0.9247,2,0.015,2170,31,0.7335,1.138,0.2414
2024-03-24,35,Bomet,0.4381,14,0.7092,0.8586,5,0.0497,0,35,0.6966,1.2204,0.2054
2024-03-24,36,Kakamega,0.985,185,0.6532,0.7671,4,0.0425,6177,26,0.625,1.1549,0.197
2024-03-24,37,Vihiga,0.4481,20,0.6605,0.8433,3,0.0311,354,37,0.7583,1.1319,0.2233
2024-03-24,38,Bungoma,0.7816,16,0.8637,0.6911,1,0.0117,0,38,0.6941,1.1502,0.1789
2024-03-24,39,Busia,0.4949,11,0.6155,0.6711,1,0.0056,0,39,0.8021,1.0952,0.2098
2024-03-24,40,Siaya,0.2667,20,0.6732,0.8269,1,0.009,0,40,0.9096,1.1499,0.3223
2024-03-24,41,Kisumu,0.3946,19,0.98,0.8977,1,0.0095,0,41,1.0,1.0297,0.101
2024-03-24,42,Homa Bay,0.2029,15,0.7674,0.6459,0,0.0,0,42,0.656,1.1953,0.1044
2024-03-24,43,Migori,0.3057,15,0.7331,0.6988,1,0.0127,0,43,0.7441,1.184,0.2249
2024-03-24,44,Kisii,0.3809,13,0.7782,0.7427,2,0.0264,0,44,0.7672,1.1774,0.2268
2024-03-24,45,Nyamira,0.1644,14,0.793,0.7557,1,0.0074,0,45,0.8559,1.0833,0.1725
2024-03-24,46,Nairobi,0.7832,11,0.98,0.9093,0,0.0,0,46,1.0,0.9631,0.2107
2024-03-25,0,Mombasa,0.6435,27,0.98,1.0,2,0.0246,0,0,1.0,1.0258,0.1687
2024-03-25,1,Kwale,0.6057,30,0.7743,0.6853,2,0.0204,0,1,0.7127,1.2191,0.2512
2024-03-25,2,Kilifi,1.0,56,0.7165,0.5604,1,0.0125,516,0,0.7101,1.2177,0.2118
2024-03-25,3,Tana River,1.0,198,0.6331,0.5195,1,0.0194,1457,4,0.6966,1.142,0.1956
2024-03-25,4,Lamu,0.852,36,0.7793,0.8101,0,0.0008,0,4,0.8677,1.0868,0.2551
2024-03-25,5,Taita-Taveta,0.6271,19,0.7511,0.8334,1,0.0115,0,5,0.6797,1.1613,0.1658
2024-03-25,6,Garissa,1.0,9784,0.291,0.5174,3,0.0303,40354,14,0.0685,1.3318,0.5581
2024-03-25,7,Wajir,1.0,434,0.6644,0.4759,4,0.0344,5731,8,0.8423,1.1237,0.3061
2024-03-25,8,Mandera,0.6777,41,0.5209,0.4176,3,0.034,0,8,0.7241,1.172,0.2222
2024-03-25,9,Marsabit,1.0,270,0.5704,0.3596,1,0.0092,2709,7,0.877,1.1159,0.1683
2024-03-25,10,Isiolo,1.0,1265,0.7263,0.5035,2,0.0202,3677,11,0.627,1.1755,0.2377
2024-03-25,11,Meru,1.0,139,0.7893,0.8025,3,0.0339,3475,13,0.8552,1.0933,0.2222
2024-03-25,12,Tharaka-Nithi,0.5785,13,0.7294,0.7541,1,0.0102,0,12,0.6685,1.2474,0.1932
2024-03-25,13,Embu,0.7872,25,0.98,0.9339,0,0.0,0,13,0.8498,1.1189,0.2104
2024-03-25,14,Kitui,1.0,283,0.7063,0.5611,4,0.0456,5372,15,0.7247,1.1876,0.1906
2024-03-25,15,Machakos,1.0,21,0.8368,0.8441,2,0.0174,0,15,0.8163,1.1267,0.1917
2024-03-25,16,Makueni,0.8661,50,0.6036,0.716,1,0.0147,0,16,0.7124,1.1456,0.2875
2024-03-25,17,Nyandarua,0.8291,14,0.9783,0.9467,2,0.0241,0,17,0.7677,1.1671,0.2421
2024-03-25,18,Nyeri,0.6522,15,0.899,0.8509,1,0.0165,0,18,0.7858,1.1338,0.162
2024-03-25,19,Kirinyaga,0.3129,9,0.7496,0.9191,1,0.0138,0,19,0.7806,1.1446,0.2184
2024-03-25,20,Murang'a,0.4343,20,0.7343,0.9251,2,0.0148,0,20,0.672,1.2061,0.2989
2024-03-25,21,Kiambu,0.9974,17,0.98,0.9018,1,0.02,0,21,1.0,0.9713,0.1987
2024-03-25,22,Turkana,1.0,257,0.7497,0.4253,0,0.001,5377,29,0.6525,1.2016,0.2291
2024-03-25,23,West Pokot,1.0,73,0.8161,0.5271,1,0.0105,953,25,0.6515,1.1996,0.2717
2024-03-25,24,Samburu,1.0,9174,0.05,0.5724,2,0.0182,32953,11,0.1222,1.3489,0.5952
2024-03-25,25,Trans-Nzoia,1.0,28,0.8803,0.8355,1,0.0072,0,25,0.9178,1.0584,0.2909
2024-03-25,26,Uasin Gishu,1.0,119,0.98,1.0,0,0.0008,1246,25,1.0,0.9739,0.2522
2024-03-25,27,Elgeyo Marakwet,1.0,280,0.7764,0.7666,1,0.0188,2534,26,0.6708,1.1895,0.2657
2024-03-25,28,Nandi,1.0,11632,0.2464,0.9035,8,0.0728,47331,26,0.05,1.3307,0.6918
2024-03-25,29,Baringo,1.0,456,0.5916,0.5638,2,0.0213,3253,31,0.9161,1.0764,0.2393
2024-03-25,30,Laikipia,1.0,248,0.912,0.7379,0,0.0041,2457,31,0.8937,1.0425,0.2064
2024-03-25,31,Nakuru,1.0,178,0.98,0.9868,0,0.0,5531,34,0.936,1.0239,0.2443
2024-03-25,32,Narok,0.7392,39,0.8116,0.6492,2,0.0243,0,32,0.71,1.2244,0.1773
2024-03-25,33,Kajiado,1.0,21,0.84,0.8753,1,0.0068,0,33,0.8068,1.1161,0.2906
2024-03-25,34,Kericho,1.0,185,0.9483,0.9339,1,0.013,2492,31,0.7376,1.1471,0.2373
2024-03-25,35,Bomet,0.5004,15,0.7223,0.8634,0,0.0,0,35,0.7118,1.2291,0.1981
2024-03-25,36,Kakamega,1.0,245,0.667,0.7763,0,0.0039,6064,26,0.5946,1.1644,0.1997
2024-03-25,37,Vihiga,0.5099,22,0.6761,0.8527,1,0.0102,336,37,0.7664,1.1375,0.2186
2024-03-25,38,Bungoma,0.8526,19,0.875,0.7044,1,0.0127,0,38,0.7025,1.1572,0.1652
2024-03-25,39,Busia,0.5276,13,0.6289,0.6802,0,0.0,0,39,0.8151,1.1003,0.1948
2024-03-25,40,Siaya,0.2766,20,0.6823,0.84,3,0.0218,0,40,0.9141,1.1525,0.3059
2024-03-25,41,Kisumu,0.4288,21,0.98,0.9189,1,0.0117,0,41,1.0,1.0294,0.1172
2024-03-25,42,Homa Bay,0.2019,15,0.7762,0.6507,0,0.0013,0,42,0.6637,1.2021,0.1213
2024-03-25,43,Migori,0.3293,16,0.744,0.7112,0,0.0,0,43,0.7538,1.1855,0.2339
2024-03-25,44,Kisii,0.3916,13,0.7901,0.7451,3,0.0308,0,44,0.7732,1.1849,0.221
2024-03-25,45,Nyamira,0.1685,16,0.8024,0.7666,1,0.0187,0,45,0.8622,1.0855,0.1755
2024-03-25,46,Nairobi,0.9032,15,0.98,0.9173,0,0.0,0,46,1.0,0.9646,0.1951
2024-03-26,0,Mombasa,0.692,30,0.98,1.0,4,0.0332,0,0,1.0,1.0265,0.2195
2024-03-26,1,Kwale,0.6389,31,0.7867,0.6889,2,0.0222,0,1,0.7207,1.2244,0.2411
2024-03-26,2,Kilifi,1.0,65,0.7243,0.5724,0,0.0,572,0,0.7247,1.2255,0.2065
2024-03-26,3,Tana River,1.0,267,0.6409,0.5342,4,0.0418,1971,4,0.7072,1.1483,0.2641
2024-03-26,4,Lamu,0.9026,42,0.7908,0.8238,2,0.0147,0,4,0.871,1.0889,0.262
2024-03-26,5,Taita-Taveta,0.6926,20,0.7689,0.8435,0,0.0,0,5,0.69,1.1677,0.1502
2024-03-26,6,Garissa,1.0,11539,0.2436,0.5191,3,0.0352,46065,14,0.05,1.3583,0.5957
2024-03-26,7,Wajir,1.0,584,0.6707,0.4909,0,0.0053,5847,8,0.8146,1.1321,0.3198
2024-03-26,8,Mandera,0.6975,48,0.5273,0.4268,0,0.0027,0,8,0.7337,1.179,0.2063
2024-03-26,9,Marsabit,1.0,363,0.5749,0.3735,1,0.0043,2976,7,0.8894,1.1199,0.1673
2024-03-26,10,Isiolo,1.0,1988,0.7149,0.5086,0,0.0022,4745,11,0.6375,1.1835,0.2532
2024-03-26,11,Meru,1.0,184,0.7987,0.8116,1,0.0044,3926,13,0.8639,1.0964,0.2257
2024-03-26,12,Tharaka-Nithi,0.6214,15,0.7438,0.7703,3,0.0269,0,12,0.6791,1.2539,0.1839
2024-03-26,13,Embu,0.8616,28,0.98,0.9461,2,0.0166,0,13,0.8574,1.123,0.2083
2024-03-26,14,Kitui,1.0,377,0.716,0.5682,2,0.0282,6069,15,0.6936,1.1947,0.1911
2024-03-26,15,Machakos,1.0,30,0.8497,0.8607,6,0.0602,2606,13,0.7575,1.1334,0.2546
2024-03-26,16,Makueni,0.9554,58,0.6147,0.7288,1,0.0056,379,33,0.7191,1.1505,0.2696
2024-03-26,17,Nyandarua,0.9032,16,0.98,0.9523,2,0.021,0,17,0.7741,1.1713,0.2226
2024-03-26,18,Nyeri,0.7019,17,0.912,0.8619,2,0.0115,0,18,0.7933,1.1367,0.1428
2024-03-26,19,Kirinyaga,0.3629,10,0.7629,0.9247,0,0.0035,0,19,0.7859,1.1462,0.2139
2024-03-26,20,Murang'a,0.5161,23,0.7465,0.9307,2,0.0178,0,20,0.6844,1.2137,0.302
2024-03-26,21,Kiambu,1.0,21,0.98,0.91,0,0.0,0,21,1.0,0.9716,0.1873
2024-03-26,22,Turkana,1.0,341,0.7526,0.4354,2,0.0154,6055,29,0.6195,1.2119,0.2454
2024-03-26,23,West Pokot,1.0,87,0.8214,0.5371,3,0.0289,1560,25,0.6615,1.2096,0.2587
2024-03-26,24,Samburu,1.0,11095,0.05,0.5808,2,0.0214,38193,11,0.0857,1.3788,0.6031
2024-03-26,25,Trans-Nzoia,1.0,35,0.8899,0.8409,2,0.0217,0,25,0.9329,1.0605,0.2996
2024-03-26,26,Uasin Gishu,1.0,167,0.98,1.0,2,0.0174,2022,25,1.0,0.975,0.2351
2024-03-26,27,Elgeyo Marakwet,1.0,388,0.7831,0.7734,2,0.0217,2958,26,0.6744,1.1963,0.2777
2024-03-26,28,Nandi,1.0,13941,0.1878,0.917,8,0.0883,55501,26,0.05,1.3598,0.7701
2024-03-26,29,Baringo,1.0,627,0.5953,0.5715,2,0.0193,3930,31,0.9238,1.0788,0.2416
2024-03-26,30,Laikipia,1.0,336,0.9214,0.7448,0,0.0,2586,31,0.9058,1.0432,0.1909
2024-03-26,31,Nakuru,1.0,252,0.98,0.9979,1,0.0055,6109,34,0.9035,1.0289,0.2554
2024-03-26,32,Narok,0.8051,46,0.8228,0.6477,2,0.0259,0,32,0.7165,1.2331,0.1899
2024-03-26,33,Kajiado,1.0,25,0.8535,0.8878,0,0.0,0,33,0.8132,1.119,0.2828
2024-03-26,34,Kericho,1.0,256,0.9636,0.9442,2,0.0206,3115,31,0.7475,1.1544,0.2522
2024-03-26,35,Bomet,0.5558,16,0.7351,0.8748,2,0.0293,0,35,0.7226,1.2339,0.192
2024-03-26,36,Kakamega,1.0,341,0.6798,0.7892,2,0.0159,7143,26,0.5625,1.176,0.1923
2024-03-26,37,Vihiga,0.5578,24,0.6915,0.8694,1,0.0129,319,37,0.7711,1.1423,0.2206
2024-03-26,38,Bungoma,0.9562,24,0.8894,0.7132,2,0.0236,0,38,0.7075,1.1636,0.1509
2024-03-26,39,Busia,0.5623,15,0.6409,0.6916,1,0.0065,0,39,0.826,1.1036,0.1815
2024-03-26,40,Siaya,0.3093,21,0.6933,0.853,2,0.0168,0,40,0.9218,1.1517,0.3023
2024-03-26,41,Kisumu,0.5014,22,0.98,0.9348,1,0.0073,0,41,1.0,1.0273,0.1262
2024-03-26,42,Homa Bay,0.2133,16,0.7841,0.6591,0,0.0028,0,42,0.6739,1.2045,0.1153
2024-03-26,43,Migori,0.3553,16,0.7563,0.7181,1,0.0038,0,43,0.7599,1.1925,0.2254
2024-03-26,44,Kisii,0.4238,15,0.8018,0.7516,3,0.031,0,44,0.7804,1.1916,0.2009
2024-03-26,45,Nyamira,0.1768,16,0.812,0.7771,2,0.0163,0,45,0.8647,1.0883,0.157
2024-03-26,46,Nairobi,1.0,20,0.98,0.9242,2,0.0251,0,46,1.0,0.9636,0.185
2024-03-27,0,Mombasa,0.7417,33,0.98,1.0,1,0.0135,0,0,1.0,1.0279,0.232
2024-03-27,1,Kwale,0.686,35,0.7966,0.6966,3,0.0356,0,1,0.7234,1.2285,0.2217
2024-03-27,2,Kilifi,1.0,79,0.7298,0.5769,2,0.0135,1515,0,0.7337,1.2308,0.1941
2024-03-27,3,Tana River,1.0,367,0.6459,0.5488,2,0.0252,2332,4,0.7129,1.1546,0.2512
2024-03-27,4,Lamu,0.9571,48,0.8027,0.8391,0,0.0,0,4,0.8825,1.094,0.2758
2024-03-27,5,Taita-Taveta,0.775,23,0.777,0.8582,0,0.0013,0,5,0.7003,1.174,0.1556
2024-03-27,6,Garissa,1.0,13835,0.1899,0.5203,0,0.0,52119,14,0.05,1.3865,0.6229
2024-03-27,7,Wajir,1.0,806,0.6731,0.5026,0,0.0,6074,8,0.7787,1.1369,0.3231
2024-03-27,8,Mandera,0.7124,53,0.5343,0.4416,0,0.0,80,7,0.7458,1.1852,0.2027
2024-03-27,9,Marsabit,1.0,499,0.5788,0.3834,0,0.0022,3166,7,0.8991,1.1225,0.1807
2024-03-27,10,Isiolo,1.0,3258,0.7088,0.527,2,0.0169,6674,11,0.6019,1.1944,0.2355
2024-03-27,11,Meru,1.0,251,0.8137,0.821,1,0.0139,4385,13,0.8762,1.0977,0.2411
2024-03-27,12,Tharaka-Nithi,0.6683,17,0.7561,0.782,0,0.0012,0,12,0.6908,1.2619,0.1741
2024-03-27,13,Embu,0.9297,34,0.98,0.9494,3,0.0324,0,13,0.8703,1.1246,0.2057
2024-03-27,14,Kitui,1.0,521,0.7221,0.5745,0,0.0,6124,15,0.6585,1.2024,0.1739
2024-03-27,15,Machakos,1.0,36,0.8665,0.863,1,0.0092,2475,15,0.7638,1.1393,0.2443
2024-03-27,16,Makueni,1.0,68,0.6251,0.7395,2,0.0222,1041,33,0.7329,1.1539,0.2749
2024-03-27,17,Nyandarua,1.0,20,0.98,0.963,1,0.0121,0,17,0.7886,1.1752,0.2044
2024-03-27,18,Nyeri,0.7888,19,0.9281,0.8665,3,0.0328,0,18,0.7958,1.1412,0.1602
2024-03-27,19,Kirinyaga,0.432,13,0.7772,0.9323,1,0.0117,0,19,0.7922,1.149,0.218
2024-03-27,20,Murang'a,0.5939,25,0.7595,0.9407,2,0.0246,0,20,0.6899,1.2183,0.3138
2024-03-27,21,Kiambu,1.0,29,0.98,0.9136,0,0.0,0,21,1.0,0.9736,0.1754
2024-03-27,22,Turkana,1.0,458,0.7592,0.4476,2,0.0177,6774,23,0.5843,1.2232,0.2444
2024-03-27,23,West Pokot,1.0,106,0.8299,0.5419,0,0.0,1592,25,0.6583,1.2156,0.2365
2024-03-27,24,Samburu,1.0,13695,0.05,0.5898,9,0.0917,45396,11,0.05,1.4112,0.6828
2024-03-27,25,Trans-Nzoia,1.0,44,0.9047,0.8506,5,0.0451,0,25,0.9426,1.0627,0.3396
2024-03-27,26,Uasin Gishu,1.0,244,0.98,1.0,1,0.0102,2459,25,1.0,0.9764,0.2331
2024-03-27,27,Elgeyo Marakwet,1.0,556,0.7945,0.7836,2,0.0286,3467,26,0.6823,1.2031,0.2851
2024-03-27,28,Nandi,1.0,16983,0.1361,0.9281,8,0.0721,65095,26,0.05,1.3859,0.8348
2024-03-27,29,Baringo,1.0,893,0.5991,0.5791,2,0.0203,4719,31,0.9264,1.08,0.233
2024-03-27,30,Laikipia,1.0,471,0.9305,0.7575,1,0.0063,2947,31,0.9187,1.0443,0.2119
2024-03-27,31,Nakuru,1.0,364,0.98,1.0,0,0.0011,6069,34,0.8701,1.0308,0.2511
2024-03-27,32,Narok,0.8757,55,0.8327,0.6666,1,0.0089,425,31,0.7235,1.239,0.2015
2024-03-27,33,Kajiado,1.0,32,0.8694,0.9041,3,0.0334,0,33,0.8209,1.1217,0.2794
2024-03-27,34,Kericho,1.0,362,0.9768,0.9495,4,0.0372,4301,31,0.7542,1.1575,0.3099
2024-03-27,35,Bomet,0.6115,19,0.7499,0.8888,1,0.0144,0,35,0.7326,1.2362,0.17
2024-03-27,36,Kakamega,1.0,483,0.6978,0.8032,5,0.0471,9925,26,0.5295,1.1864,0.2501
2024-03-27,37,Vihiga,0.6283,27,0.7038,0.8814,1,0.0114,303,37,0.7794,1.1433,0.2192
2024-03-27,38,Bungoma,1.0,27,0.9013,0.7245,3,0.0344,0,38,0.7091,1.1708,0.1615
2024-03-27,39,Busia,0.6128,16,0.6527,0.6943,6,0.0624,1671,41,0.7792,1.1115,0.2514
2024-03-27,40,Siaya,0.3419,23,0.7096,0.8602,0,0.0,0,40,0.9267,1.1535,0.2802
2024-03-27,41,Kisumu,0.5719,27,0.98,0.9444,3,0.0353,0,41,1.0,1.0248,0.1178
2024-03-27,42,Homa Bay,0.2199,18,0.7947,0.6663,0,0.0033,0,42,0.6888,1.213,0.1296
2024-03-27,43,Migori,0.3981,16,0.7647,0.7336,2,0.019,0,43,0.7711,1.1956,0.217
2024-03-27,44,Kisii,0.4703,16,0.8151,0.7618,1,0.0132,0,44,0.7971,1.1936,0.1993
2024-03-27,45,Nyamira,0.212,16,0.8253,0.7816,1,0.0105,0,45,0.8742,1.0901,0.1538
2024-03-27,46,Nairobi,1.0,26,0.98,0.9335,1,0.0065,0,46,1.0,0.965,0.1985
2024-03-28,0,Mombasa,0.7976,36,0.98,1.0,3,0.0347,0,0,1.0,1.0272,0.2369
2024-03-28,1,Kwale,0.7522,37,0.805,0.7081,0,0.0,0,1,0.731,1.2315,0.2079
2024-03-28,2,Kilifi,1.0,96,0.7392,0.586,0,0.0,1539,0,0.7403,1.2337,0.1763
2024-03-28,3,Tana River,1.0,512,0.6496,0.557,2,0.024,2762,4,0.7198,1.159,0.2718
2024-03-28,4,Lamu,1.0,57,0.817,0.8515,1,0.0098,125,2,0.8946,1.0964,0.2832
2024-03-28,5,Taita-Taveta,0.8402,24,0.7904,0.8769,4,0.0409,0,5,0.7103,1.182,0.2135
2024-03-28,6,Garissa,1.0,16917,0.1159,0.5303,4,0.0402,60726,14,0.05,1.4145,0.6782
2024-03-28,7,Wajir,1.0,1155,0.678,0.511,1,0.0103,6743,8,0.7441,1.1405,0.3078
2024-03-28,8,Mandera,0.7432,60,0.5385,0.4492,0,0.0043,160,7,0.7522,1.1899,0.2242
2024-03-28,9,Marsabit,1.0,723,0.5845,0.3888,2,0.0214,3768,7,0.9098,1.1229,0.1881
2024-03-28,10,Isiolo,1.0,5540,0.6924,0.5445,1,0.0081,9790,11,0.5622,1.2105,0.2428
2024-03-28,11,Meru,1.0,348,0.8266,0.8313,3,0.0323,5811,13,0.8526,1.099,0.2279
2024-03-28,12,Tharaka-Nithi,0.7132,20,0.7727,0.793,2,0.0199,0,12,0.7031,1.2688,0.1883
2024-03-28,13,Embu,1.0,41,0.98,0.96,0,0.0039,0,13,0.8773,1.127,0.1872
2024-03-28,14,Kitui,1.0,738,0.7268,0.588,1,0.0155,6648,15,0.6305,1.2128,0.1626
2024-03-28,15,Machakos,1.0,43,0.8768,0.8774,2,0.0162,2351,15,0.7789,1.1457,0.2298
